,title,price,izmer,location,seller,seller_link,date,link
928,Аммофос 12:52 по ТУ.,16100.00,за Тонну,"Ростовская область,  Ростов-на-Дону", Александр,https://agroru.com/pages/312808/,19.09.2019,https://agroru.com/doska/ammofos-12-52-po-tu-28524.htm
929,Калий хлористый мелкий.,10590.00,за Тонну,"Ростовская область,  Ростов-на-Дону", Александр,https://agroru.com/pages/312808/,19.09.2019,https://agroru.com/doska/kalij-hloristyj-melkij-95266.htm
930,Азофоска 16:16:16.,10200.00,за Тонну,"Ростовская область,  Ростов-на-Дону", Александр,https://agroru.com/pages/312808/,19.09.2019,https://agroru.com/doska/azofoska-16-16-16-49491.htm
931,Аммиачная селитра и карбамид.,6780.00,за Тонну,"Ростовская область,  Ростов-на-Дону", Александр,https://agroru.com/pages/312808/,18.09.2019,https://agroru.com/doska/ammiachnaya-selitra-i-karbamid-77871.htm
932,"Нитроаммофоска, диаммофоска, аммофоска, азофоска: NPK 10:26:26, NPK 16:16:16, NPK 15:15:15.",20000.00,за Тонну,"Москва,  Москва", Расул Теймурович Амоев,https://agroru.com/pages/312681/,18.09.2019,https://agroru.com/doska/nitroammofoska-diammofoska-ammofoska-azofoska-npk-10-26-26-n-39137.htm
933,"Аммиачная селитра 34,4%",14800.00,за Тонну,"Москва,  Москва", Расул Теймурович Амоев,https://agroru.com/pages/312681/,18.09.2019,https://agroru.com/doska/ammiachnaya-selitra-34-4-vozmozhen-eksport-33279.htm
934,Карбамид (мочевина) марки Б 46,21500.00,за Тонну,"Москва,  Москва", Расул Теймурович Амоев,https://agroru.com/pages/312681/,18.09.2019,https://agroru.com/doska/karbamid-mochevina-marki-b-46-3453.htm
935,Калий хлористый белый 60%.,17800.00,за Тонну,"Ростовская область,  Ростов-на-Дону", Александр,https://agroru.com/pages/312808/,18.09.2019,https://agroru.com/doska/letnie-skidki-na-kalij-hloristyj-belyj-60-33550.htm
936,Карбид кальция,74.00,за Килограмм,"Санкт-Петербург,  Санкт-Петербург", Рафаэль,https://agroru.com/pages/211483/,16.09.2019,https://agroru.com/doska/karbid-kaltsiya-44018.htm
937,Хлорат Натрия,95000.00,за Тонну,"Санкт-Петербург,  Санкт-Петербург", Рафаэль,https://agroru.com/pages/211483/,16.09.2019,https://agroru.com/doska/hlorat-natriya-53597.htm
938,Тукосмеси NPK+S марки 1:20:20:5,13000.00,за Тонну,"Санкт-Петербург,  Санкт-Петербург", Александр,https://agroru.com/pages/313387/,06.02.2020,https://agroru.com/doska/tukosmesi-npk-s-marki-1-20-20-5-90515.htm
939,Вермикомпост удобрения биогумус,None,None,"Нижегородская область,  Нижний Новгород", СЕРГЕЙ  ВЛАДИМИРОВИЧ,https://agroru.com/pages/267923/,15.09.2019,https://agroru.com/doska/vermikompost-udobreniya-biogumus-68152.htm
940,Органоминеральные удобрения,None,None,"Нижегородская область,  Нижний Новгород", СЕРГЕЙ  ВЛАДИМИРОВИЧ,https://agroru.com/pages/267923/,15.09.2019,https://agroru.com/doska/organomineralnye-udobreniya-41565.htm
941,Селитра аммиачная,15500.00,за Тонну,"Ростовская область,  Ростов-на-Дону", Анатолий,https://agroru.com/pages/313985/,14.09.2019,https://agroru.com/doska/selitra-ammiachnaya-7734.htm
942,Тукосмеси NPK+S марки 1:20:20:5,13000.00,за Тонну,"Санкт-Петербург,  Санкт-Петербург", Александр,https://agroru.com/pages/313387/,06.02.2020,https://agroru.com/doska/tukosmesi-npk-s-marki-1-20-20-5-32722.htm
943,Лузга ( шелуха ) подсолнечника в мешках,30.00,за Штуку,"Белгородская область,  Белгород", Вадим,https://agroru.com/pages/282357/,12.09.2019,https://agroru.com/doska/luzga-sheluha-podsolnechnika-v-meshkah-43771.htm
944,"Нитроаммофоска, диаммофоска, аммофоска NPK",16000.00,за Тонну,"Ростовская область,  Таганрог", Николай,https://agroru.com/pages/313792/,10.09.2019,https://agroru.com/doska/nitroammofoska-diammofoska-ammofoska-npk-42031.htm
945,Аммофос 12:52,23800.00,за Тонну,"Ростовская область,  Таганрог", Николай,https://agroru.com/pages/313792/,10.09.2019,https://agroru.com/doska/ammofos-12-52-58117.htm
946,Карбамид (Мочевина),15000.00,за Тонну,"Ростовская область,  Таганрог", Николай,https://agroru.com/pages/313792/,10.09.2019,https://agroru.com/doska/karbamid-mochevina-74265.htm
947,"Аммиачная селитра ГОСТ 2-85 с изм. 1, 2, 3",10200.00,за Тонну,"Ростовская область,  Таганрог", Николай,https://agroru.com/pages/313792/,10.09.2019,https://agroru.com/doska/ammiachnaya-selitra-gost-2-85-s-izm-1-2-3-21673.htm
948,Диаммофоска,26000.00,за Тонну,"Воронежская область,  Воронеж", Наталья,https://agroru.com/pages/313761/,09.09.2019,https://agroru.com/doska/diammofoska-29773.htm
949,Сульфат аммония,None,None,"Санкт-Петербург,  Санкт-Петербург", Андрей,https://agroru.com/pages/313706/,01.03.2020,https://agroru.com/doska/sulfat-ammoniya-25778.htm
950,Удобрения NPK,None,None,"Санкт-Петербург,  Санкт-Петербург", Андрей,https://agroru.com/pages/313706/,01.03.2020,https://agroru.com/doska/udobreniya-npk-19503.htm
951,Голубиный помет,None,None,"Нижегородская область,  Павлово", Алла,https://agroru.com/pages/313664/,07.09.2019,https://agroru.com/doska/golubinyj-pomet-36206.htm
952,Органо-минеральное удобрение,10.00,за Килограмм,"Астраханская область,  Астрахань", Екатерина,https://agroru.com/pages/293738/,04.09.2019,https://agroru.com/doska/organo-mineralnoe-udobrenie-67164.htm
953,Карбамид-Б,190.00,за Тонну,"Узбекистан,  Ташкент", Рузмат,https://agroru.com/pages/273295/,03.09.2019,https://agroru.com/doska/karbamid-b-9632.htm
954,Сера и Карбамид Б,None,None,"Азербайджан,  Баку", Насреддин Алиев,https://agroru.com/pages/224592/,31.08.2019,https://agroru.com/doska/sera-i-karbamid-b-68436.htm
955,Отбельная земля (глина) зажиренная после фильтрации масла,None,None,"Московская область,  Долгопрудный", Алексей,https://agroru.com/pages/312011/,27.08.2019,https://agroru.com/doska/otbelnaya-zemlya-glina-zazhirennaya-posle-filtratsii-masla-90346.htm
956,"Карбамид,Селитра, Аммофос,NPK,Сульфат Аммония",15.00,за Килограмм,"Москва,  Москва", Вероника  Сорокина,https://agroru.com/pages/311072/,23.08.2019,https://agroru.com/doska/karbamid-selitra-ammofos-npk-sulfat-ammoniya-73427.htm
957,Мегамикс ЖКУ,10.00,за Литр,"Ставропольский край,  Невинномысск", Александр,https://agroru.com/pages/312978/,23.08.2019,https://agroru.com/doska/megamiks-zhku-66268.htm
958,Минеральные удобрения,1000.00,за Тонну,"Ставропольский край,  Невинномысск", Александр,https://agroru.com/pages/312978/,23.08.2019,https://agroru.com/doska/mineralnye-udobreniya-2713.htm
959,Аммофос N:P 12:52,None,None,"Р-ка Башкортостан,  Стерлитамак", Денис,https://agroru.com/pages/207836/,21.08.2019,https://agroru.com/doska/ammofos-n-p-12-52-s-balokova-54860.htm
960,Гумат Калия,40.00,за Литр,"Челябинская область,  Чебаркуль", Анастасия,https://agroru.com/pages/268326/,04.12.2020,https://agroru.com/doska/granulirovannyj-kurinyj-pomet-gumat-kaliya-26343.htm
961,Сапропель,None,None,"Чувашская Р-ка,  Чебоксары", Роман,https://agroru.com/pages/312797/,19.08.2019,https://agroru.com/doska/sapropel-65294.htm
962,Сапропель,None,None,"Чувашская Р-ка,  Чебоксары", Роман,https://agroru.com/pages/312797/,19.08.2019,https://agroru.com/doska/sapropel-41425.htm
963,Торф низинный фрезерованный,750.00,за Тонну,"Р-ка Марий Эл,  Йошкар-Ола", Евгений,https://agroru.com/pages/312789/,10.10.2019,https://agroru.com/doska/torf-nizinnyj-frezerovannyj-62665.htm
964,Селитра серосодержащая в биг-бег,14600.00,за Тонну,"Ставропольский край,  Невинномысск", Дмитрий Александрович  Коротков,https://agroru.com/pages/181750/,21.09.2020,https://agroru.com/doska/selitra-serosoderzhaschaya-v-big-beg-24829.htm
965,Сульфоаммофос 20:20,19800.00,за Тонну,"Ставропольский край,  Невинномысск", Дмитрий Александрович  Коротков,https://agroru.com/pages/181750/,05.10.2020,https://agroru.com/doska/sulfoammofos-20-20-46936.htm
966,"Капиллярный мат Vivapol (чёрный),1м",350.00,за Метр погонный,"Самарская область,  Самара", ,https://agroru.com,13.08.2019,https://agroru.com/doska/kapillyarnyj-mat-vivapol-chernyj-1m-21280.htm
967,БТР Комплекс,1200.00,за Литр,"Ростовская область,  Развильное", Денис Анатольевич,https://agroru.com/pages/312072/,22.08.2019,https://agroru.com/doska/btr-kompleks-86660.htm
968,Марганец сернокислый 1-водный (сульфат марганца),65000.00,за Тонну,"Москва,  Москва", Павел,https://agroru.com/pages/87546/,03.12.2020,https://agroru.com/doska/marganets-sernokislyj-1-vodnyj-sulfat-margantsa-73919.htm
969,Магний сернокислый 7-водный (сульфат магния),20000.00,за Тонну,"Москва,  Москва", Павел,https://agroru.com/pages/87546/,03.12.2020,https://agroru.com/doska/magnij-sernokislyj-7-vodnyj-sulfat-magniya-47493.htm
970,Навоз козий,150.00,за Метр кв.,"Чувашская Р-ка,  Козловка", Наталья,https://agroru.com/pages/301860/,04.08.2019,https://agroru.com/doska/navoz-kozij-26596.htm
971,Удобрение на основе торфогуматов,180.00,за Упаковку,"Москва,  Москва", Павел,https://agroru.com/pages/311919/,29.07.2019,https://agroru.com/doska/udobrenie-na-osnove-torfogumatov-18306.htm
